Current,Volume,Dividend,Dividend_Yield,Book_Value,Market_Cap,Debt_to_Equity,Net_Profit_Margin,Gross_Profit_Margin,Current_Ratio,Shares,Free_Float_Percent,Equity_to_Asset,Interest_Cover,Beta,52W_High,High,Low
70.28,1363838.0,4.5,6.36,38.35,98510000000.0,28.8,6.25,24.21,1.08,1400000000.0,20.0,33.22,2.13,0.67,85.4,85.4,69.21
